attack_uid,target_host,host,item,key,itemid,value_type,samples,min_value,avg_value,max_value,last_value,first_clock,last_clock,first_utc,last_utc,source
D-T0814-1,telemetry-api,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,158,1.0,1.0,1.0,1.0,1777750873,1777751658,2026-05-02T19:41:13Z,2026-05-02T19:54:18Z,history.get
D-T0814-1,telemetry-api,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,158,0.0001,0.000175,0.00036716461181640625,0.0001881122589111328,1777750874,1777751659,2026-05-02T19:41:14Z,2026-05-02T19:54:19Z,history.get
D-T0814-1,telemetry-api,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,158,1.0,1.0,1.0,1.0,1777750872,1777751657,2026-05-02T19:41:12Z,2026-05-02T19:54:17Z,history.get
D-T0814-1,telemetry-api,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,158,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750873,1777751658,2026-05-02T19:41:13Z,2026-05-02T19:54:18Z,history.get
D-T0814-1,telemetry-api,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,158,1.0,1.0,1.0,1.0,1777750874,1777751659,2026-05-02T19:41:14Z,2026-05-02T19:54:19Z,history.get
D-T0814-1,telemetry-api,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,158,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750875,1777751660,2026-05-02T19:41:15Z,2026-05-02T19:54:20Z,history.get
D-T0860-1,vulnerable-app,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,157,1.0,1.0,1.0,1.0,1777750880,1777751660,2026-05-02T19:41:20Z,2026-05-02T19:54:20Z,history.get
D-T0860-1,vulnerable-app,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,156,0.0001,0.000206,0.0003783702850341797,0.0001995563507080078,1777750881,1777751656,2026-05-02T19:41:21Z,2026-05-02T19:54:16Z,history.get
D-T0860-1,vulnerable-app,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,157,1.0,1.0,1.0,1.0,1777750878,1777751658,2026-05-02T19:41:18Z,2026-05-02T19:54:18Z,history.get
D-T0860-1,vulnerable-app,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,157,0.0001,0.000175,0.00036716461181640625,0.0001881122589111328,1777750879,1777751659,2026-05-02T19:41:19Z,2026-05-02T19:54:19Z,history.get
D-T0860-1,vulnerable-app,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,156,1.0,1.0,1.0,1.0,1777750882,1777751657,2026-05-02T19:41:22Z,2026-05-02T19:54:17Z,history.get
D-T0860-1,vulnerable-app,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,157,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750878,1777751658,2026-05-02T19:41:18Z,2026-05-02T19:54:18Z,history.get
D-T0860-1,vulnerable-app,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,157,1.0,1.0,1.0,1.0,1777750879,1777751659,2026-05-02T19:41:19Z,2026-05-02T19:54:19Z,history.get
D-T0860-1,vulnerable-app,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,157,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750880,1777751660,2026-05-02T19:41:20Z,2026-05-02T19:54:20Z,history.get
D-T0809-2,mqtt-broker,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,154,1.0,1.0,1.0,1.0,1777750895,1777751660,2026-05-02T19:41:35Z,2026-05-02T19:54:20Z,history.get
D-T0809-2,mqtt-broker,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,154,0.0001,0.000206,0.0003783702850341797,0.0001995563507080078,1777750891,1777751656,2026-05-02T19:41:31Z,2026-05-02T19:54:16Z,history.get
D-T0809-2,mqtt-broker,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,154,1.0,1.0,1.0,1.0,1777750893,1777751658,2026-05-02T19:41:33Z,2026-05-02T19:54:18Z,history.get
D-T0809-2,mqtt-broker,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,154,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750894,1777751659,2026-05-02T19:41:34Z,2026-05-02T19:54:19Z,history.get
D-T0809-2,mqtt-broker,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,154,1.0,1.0,1.0,1.0,1777750892,1777751657,2026-05-02T19:41:32Z,2026-05-02T19:54:17Z,history.get
D-T0809-2,mqtt-broker,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,154,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750893,1777751658,2026-05-02T19:41:33Z,2026-05-02T19:54:18Z,history.get
D-T0809-2,mqtt-broker,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,154,1.0,1.0,1.0,1.0,1777750894,1777751659,2026-05-02T19:41:34Z,2026-05-02T19:54:19Z,history.get
D-T0809-2,mqtt-broker,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,154,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750895,1777751660,2026-05-02T19:41:35Z,2026-05-02T19:54:20Z,history.get
D-T0814-2,telemetry-api,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,153,1.0,1.0,1.0,1.0,1777750900,1777751660,2026-05-02T19:41:40Z,2026-05-02T19:54:20Z,history.get
D-T0814-2,telemetry-api,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,152,0.0001,0.000206,0.0003783702850341797,0.0001995563507080078,1777750901,1777751656,2026-05-02T19:41:41Z,2026-05-02T19:54:16Z,history.get
D-T0814-2,telemetry-api,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,153,1.0,1.0,1.0,1.0,1777750898,1777751658,2026-05-02T19:41:38Z,2026-05-02T19:54:18Z,history.get
D-T0814-2,telemetry-api,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,153,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750899,1777751659,2026-05-02T19:41:39Z,2026-05-02T19:54:19Z,history.get
D-T0814-2,telemetry-api,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,152,1.0,1.0,1.0,1.0,1777750902,1777751657,2026-05-02T19:41:42Z,2026-05-02T19:54:17Z,history.get
D-T0814-2,telemetry-api,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,153,0.0001,0.000167,0.0003979206085205078,0.00016999244689941406,1777750898,1777751658,2026-05-02T19:41:38Z,2026-05-02T19:54:18Z,history.get
D-T0814-2,telemetry-api,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,153,1.0,1.0,1.0,1.0,1777750899,1777751659,2026-05-02T19:41:39Z,2026-05-02T19:54:19Z,history.get
D-T0814-2,telemetry-api,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,153,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750900,1777751660,2026-05-02T19:41:40Z,2026-05-02T19:54:20Z,history.get
D-T0860-2,vulnerable-app,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,152,1.0,1.0,1.0,1.0,1777750905,1777751660,2026-05-02T19:41:45Z,2026-05-02T19:54:20Z,history.get
D-T0860-2,vulnerable-app,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,151,0.0001,0.000206,0.0003783702850341797,0.0001995563507080078,1777750906,1777751656,2026-05-02T19:41:46Z,2026-05-02T19:54:16Z,history.get
D-T0860-2,vulnerable-app,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,151,1.0,1.0,1.0,1.0,1777750908,1777751658,2026-05-02T19:41:48Z,2026-05-02T19:54:18Z,history.get
D-T0860-2,vulnerable-app,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,152,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750904,1777751659,2026-05-02T19:41:44Z,2026-05-02T19:54:19Z,history.get
D-T0860-2,vulnerable-app,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,151,1.0,1.0,1.0,1.0,1777750907,1777751657,2026-05-02T19:41:47Z,2026-05-02T19:54:17Z,history.get
D-T0860-2,vulnerable-app,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,151,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750908,1777751658,2026-05-02T19:41:48Z,2026-05-02T19:54:18Z,history.get
D-T0860-2,vulnerable-app,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,152,1.0,1.0,1.0,1.0,1777750904,1777751659,2026-05-02T19:41:44Z,2026-05-02T19:54:19Z,history.get
D-T0860-2,vulnerable-app,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,152,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750905,1777751660,2026-05-02T19:41:45Z,2026-05-02T19:54:20Z,history.get
D-T0809-3,mqtt-broker,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,149,1.0,1.0,1.0,1.0,1777750920,1777751660,2026-05-02T19:42:00Z,2026-05-02T19:54:20Z,history.get
D-T0809-3,mqtt-broker,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,148,0.0001,0.000206,0.0003783702850341797,0.0001995563507080078,1777750921,1777751656,2026-05-02T19:42:01Z,2026-05-02T19:54:16Z,history.get
D-T0809-3,mqtt-broker,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,149,1.0,1.0,1.0,1.0,1777750918,1777751658,2026-05-02T19:41:58Z,2026-05-02T19:54:18Z,history.get
D-T0809-3,mqtt-broker,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,149,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750919,1777751659,2026-05-02T19:41:59Z,2026-05-02T19:54:19Z,history.get
D-T0809-3,mqtt-broker,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,148,1.0,1.0,1.0,1.0,1777750922,1777751657,2026-05-02T19:42:02Z,2026-05-02T19:54:17Z,history.get
D-T0809-3,mqtt-broker,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,149,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750918,1777751658,2026-05-02T19:41:58Z,2026-05-02T19:54:18Z,history.get
D-T0809-3,mqtt-broker,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,149,1.0,1.0,1.0,1.0,1777750919,1777751659,2026-05-02T19:41:59Z,2026-05-02T19:54:19Z,history.get
D-T0809-3,mqtt-broker,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,149,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750920,1777751660,2026-05-02T19:42:00Z,2026-05-02T19:54:20Z,history.get
D-T0814-3,telemetry-api,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,148,1.0,1.0,1.0,1.0,1777750925,1777751660,2026-05-02T19:42:05Z,2026-05-02T19:54:20Z,history.get
D-T0814-3,telemetry-api,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,147,0.0001,0.000205,0.0003783702850341797,0.0001995563507080078,1777750926,1777751656,2026-05-02T19:42:06Z,2026-05-02T19:54:16Z,history.get
D-T0814-3,telemetry-api,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,147,1.0,1.0,1.0,1.0,1777750928,1777751658,2026-05-02T19:42:08Z,2026-05-02T19:54:18Z,history.get
D-T0814-3,telemetry-api,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,147,0.0001,0.000177,0.00036716461181640625,0.0001881122589111328,1777750929,1777751659,2026-05-02T19:42:09Z,2026-05-02T19:54:19Z,history.get
D-T0814-3,telemetry-api,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,147,1.0,1.0,1.0,1.0,1777750927,1777751657,2026-05-02T19:42:07Z,2026-05-02T19:54:17Z,history.get
D-T0814-3,telemetry-api,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,147,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750928,1777751658,2026-05-02T19:42:08Z,2026-05-02T19:54:18Z,history.get
D-T0814-3,telemetry-api,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,147,1.0,1.0,1.0,1.0,1777750929,1777751659,2026-05-02T19:42:09Z,2026-05-02T19:54:19Z,history.get
D-T0814-3,telemetry-api,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,148,0.0001,0.000178,0.0002932548522949219,0.00015783309936523438,1777750925,1777751660,2026-05-02T19:42:05Z,2026-05-02T19:54:20Z,history.get
D-T0860-3,vulnerable-app,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,146,1.0,1.0,1.0,1.0,1777750935,1777751660,2026-05-02T19:42:15Z,2026-05-02T19:54:20Z,history.get
D-T0860-3,vulnerable-app,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,146,0.0001,0.000205,0.0003783702850341797,0.0001995563507080078,1777750931,1777751656,2026-05-02T19:42:11Z,2026-05-02T19:54:16Z,history.get
D-T0860-3,vulnerable-app,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,146,1.0,1.0,1.0,1.0,1777750933,1777751658,2026-05-02T19:42:13Z,2026-05-02T19:54:18Z,history.get
D-T0860-3,vulnerable-app,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,146,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750934,1777751659,2026-05-02T19:42:14Z,2026-05-02T19:54:19Z,history.get
D-T0860-3,vulnerable-app,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,146,1.0,1.0,1.0,1.0,1777750932,1777751657,2026-05-02T19:42:12Z,2026-05-02T19:54:17Z,history.get
D-T0860-3,vulnerable-app,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,146,0.0001,0.000165,0.0003979206085205078,0.00016999244689941406,1777750933,1777751658,2026-05-02T19:42:13Z,2026-05-02T19:54:18Z,history.get
D-T0860-3,vulnerable-app,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,146,1.0,1.0,1.0,1.0,1777750934,1777751659,2026-05-02T19:42:14Z,2026-05-02T19:54:19Z,history.get
D-T0860-3,vulnerable-app,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,146,0.0001,0.000177,0.0002932548522949219,0.00015783309936523438,1777750935,1777751660,2026-05-02T19:42:15Z,2026-05-02T19:54:20Z,history.get
D-T0809-4,mqtt-broker,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,144,1.0,1.0,1.0,1.0,1777750945,1777751660,2026-05-02T19:42:25Z,2026-05-02T19:54:20Z,history.get
D-T0809-4,mqtt-broker,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,143,0.0001,0.000204,0.0003783702850341797,0.0001995563507080078,1777750946,1777751656,2026-05-02T19:42:26Z,2026-05-02T19:54:16Z,history.get
D-T0809-4,mqtt-broker,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,143,1.0,1.0,1.0,1.0,1777750948,1777751658,2026-05-02T19:42:28Z,2026-05-02T19:54:18Z,history.get
D-T0809-4,mqtt-broker,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,143,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750949,1777751659,2026-05-02T19:42:29Z,2026-05-02T19:54:19Z,history.get
D-T0809-4,mqtt-broker,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,143,1.0,1.0,1.0,1.0,1777750947,1777751657,2026-05-02T19:42:27Z,2026-05-02T19:54:17Z,history.get
D-T0809-4,mqtt-broker,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,143,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750948,1777751658,2026-05-02T19:42:28Z,2026-05-02T19:54:18Z,history.get
D-T0809-4,mqtt-broker,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,143,1.0,1.0,1.0,1.0,1777750949,1777751659,2026-05-02T19:42:29Z,2026-05-02T19:54:19Z,history.get
D-T0809-4,mqtt-broker,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,144,0.0001,0.000177,0.0002932548522949219,0.00015783309936523438,1777750945,1777751660,2026-05-02T19:42:25Z,2026-05-02T19:54:20Z,history.get
D-T0814-4,telemetry-api,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,142,1.0,1.0,1.0,1.0,1777750955,1777751660,2026-05-02T19:42:35Z,2026-05-02T19:54:20Z,history.get
D-T0814-4,telemetry-api,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,143,0.0001,0.000204,0.0003783702850341797,0.00013685226440429688,1777750951,1777751661,2026-05-02T19:42:31Z,2026-05-02T19:54:21Z,history.get
D-T0814-4,telemetry-api,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,142,1.0,1.0,1.0,1.0,1777750953,1777751658,2026-05-02T19:42:33Z,2026-05-02T19:54:18Z,history.get
D-T0814-4,telemetry-api,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,142,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750954,1777751659,2026-05-02T19:42:34Z,2026-05-02T19:54:19Z,history.get
D-T0814-4,telemetry-api,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,142,1.0,1.0,1.0,1.0,1777750952,1777751657,2026-05-02T19:42:32Z,2026-05-02T19:54:17Z,history.get
D-T0814-4,telemetry-api,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,142,0.0001,0.000165,0.0003979206085205078,0.00016999244689941406,1777750953,1777751658,2026-05-02T19:42:33Z,2026-05-02T19:54:18Z,history.get
D-T0814-4,telemetry-api,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,142,1.0,1.0,1.0,1.0,1777750954,1777751659,2026-05-02T19:42:34Z,2026-05-02T19:54:19Z,history.get
D-T0814-4,telemetry-api,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,142,0.0001,0.000176,0.0002932548522949219,0.00015783309936523438,1777750955,1777751660,2026-05-02T19:42:35Z,2026-05-02T19:54:20Z,history.get
D-T0860-4,vulnerable-app,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,141,1.0,1.0,1.0,1.0,1777750960,1777751660,2026-05-02T19:42:40Z,2026-05-02T19:54:20Z,history.get
D-T0860-4,vulnerable-app,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,141,0.0001,0.000202,0.00034308433532714844,0.00013685226440429688,1777750961,1777751661,2026-05-02T19:42:41Z,2026-05-02T19:54:21Z,history.get
D-T0860-4,vulnerable-app,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,141,1.0,1.0,1.0,1.0,1777750958,1777751658,2026-05-02T19:42:38Z,2026-05-02T19:54:18Z,history.get
D-T0860-4,vulnerable-app,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,141,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750959,1777751659,2026-05-02T19:42:39Z,2026-05-02T19:54:19Z,history.get
D-T0860-4,vulnerable-app,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,141,1.0,1.0,1.0,1.0,1777750962,1777751662,2026-05-02T19:42:42Z,2026-05-02T19:54:22Z,history.get
D-T0860-4,vulnerable-app,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,141,0.0001,0.000165,0.0003979206085205078,0.00016999244689941406,1777750958,1777751658,2026-05-02T19:42:38Z,2026-05-02T19:54:18Z,history.get
D-T0860-4,vulnerable-app,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,141,1.0,1.0,1.0,1.0,1777750959,1777751659,2026-05-02T19:42:39Z,2026-05-02T19:54:19Z,history.get
D-T0860-4,vulnerable-app,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,141,0.0001,0.000176,0.0002932548522949219,0.00015783309936523438,1777750960,1777751660,2026-05-02T19:42:40Z,2026-05-02T19:54:20Z,history.get
D-T0809-5,mqtt-broker,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,138,1.0,1.0,1.0,1.0,1777750975,1777751660,2026-05-02T19:42:55Z,2026-05-02T19:54:20Z,history.get
D-T0809-5,mqtt-broker,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,138,0.0001,0.000202,0.00034308433532714844,0.00013685226440429688,1777750976,1777751661,2026-05-02T19:42:56Z,2026-05-02T19:54:21Z,history.get
D-T0809-5,mqtt-broker,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,138,1.0,1.0,1.0,1.0,1777750973,1777751658,2026-05-02T19:42:53Z,2026-05-02T19:54:18Z,history.get
D-T0809-5,mqtt-broker,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,138,0.0001,0.000176,0.00036716461181640625,0.0001881122589111328,1777750974,1777751659,2026-05-02T19:42:54Z,2026-05-02T19:54:19Z,history.get
D-T0809-5,mqtt-broker,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,138,1.0,1.0,1.0,1.0,1777750977,1777751662,2026-05-02T19:42:57Z,2026-05-02T19:54:22Z,history.get
D-T0809-5,mqtt-broker,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,138,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750973,1777751658,2026-05-02T19:42:53Z,2026-05-02T19:54:18Z,history.get
D-T0809-5,mqtt-broker,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,138,1.0,1.0,1.0,1.0,1777750974,1777751659,2026-05-02T19:42:54Z,2026-05-02T19:54:19Z,history.get
D-T0809-5,mqtt-broker,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,138,0.0001,0.000176,0.0002932548522949219,0.00015783309936523438,1777750975,1777751660,2026-05-02T19:42:55Z,2026-05-02T19:54:20Z,history.get
D-T0814-5,telemetry-api,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,137,1.0,1.0,1.0,1.0,1777750980,1777751660,2026-05-02T19:43:00Z,2026-05-02T19:54:20Z,history.get
D-T0814-5,telemetry-api,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,137,0.0001,0.000202,0.00034308433532714844,0.00013685226440429688,1777750981,1777751661,2026-05-02T19:43:01Z,2026-05-02T19:54:21Z,history.get
D-T0814-5,telemetry-api,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,136,1.0,1.0,1.0,1.0,1777750983,1777751658,2026-05-02T19:43:03Z,2026-05-02T19:54:18Z,history.get
D-T0814-5,telemetry-api,mqtt-broker,mqtt-broker latency seconds,"net.tcp.service.perf[tcp,10.10.0.151,1883]",50739,0,136,0.0001,0.000177,0.00036716461181640625,0.0001881122589111328,1777750984,1777751659,2026-05-02T19:43:04Z,2026-05-02T19:54:19Z,history.get
D-T0814-5,telemetry-api,telemetry-api,telemetry-api availability,"net.tcp.service[http,10.10.0.153,8080]",50742,3,137,1.0,1.0,1.0,1.0,1777750982,1777751662,2026-05-02T19:43:02Z,2026-05-02T19:54:22Z,history.get
D-T0814-5,telemetry-api,telemetry-api,telemetry-api latency seconds,"net.tcp.service.perf[http,10.10.0.153,8080]",50743,0,136,0.0001,0.000166,0.0003979206085205078,0.00016999244689941406,1777750983,1777751658,2026-05-02T19:43:03Z,2026-05-02T19:54:18Z,history.get
D-T0814-5,telemetry-api,vulnerable-app,vulnerable-app availability,"net.tcp.service[http,10.10.0.154,8080]",50744,3,136,1.0,1.0,1.0,1.0,1777750984,1777751659,2026-05-02T19:43:04Z,2026-05-02T19:54:19Z,history.get
D-T0814-5,telemetry-api,vulnerable-app,vulnerable-app latency seconds,"net.tcp.service.perf[http,10.10.0.154,8080]",50745,0,137,0.0001,0.000176,0.0002932548522949219,0.00015783309936523438,1777750980,1777751660,2026-05-02T19:43:00Z,2026-05-02T19:54:20Z,history.get
D-T0860-5,vulnerable-app,health-app,health-app availability,"net.tcp.service[http,10.10.0.152,8080]",50740,3,135,1.0,1.0,1.0,1.0,1777750990,1777751660,2026-05-02T19:43:10Z,2026-05-02T19:54:20Z,history.get
D-T0860-5,vulnerable-app,health-app,health-app latency seconds,"net.tcp.service.perf[http,10.10.0.152,8080]",50741,0,135,0.0001,0.000202,0.00034308433532714844,0.00013685226440429688,1777750991,1777751661,2026-05-02T19:43:11Z,2026-05-02T19:54:21Z,history.get
D-T0860-5,vulnerable-app,mqtt-broker,mqtt-broker availability,"net.tcp.service[tcp,10.10.0.151,1883]",50738,3,135,1.0,1.0,1.0,1.0,1777750988,1777751658,2026-05-02T19:43:08Z,2026-05-02T19:54:18Z,history.get
