timestamp_utc,noise_uid,scenario,profile,iteration,noise_type,intensity,duration_seconds,frequency,target_services,expected_impact,start_utc,end_utc,http_urls
2026-05-03T03:04:38Z,E-MEDIUM-3,SCENARIO_E,MEDIUM,3,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:04:38Z,2026-05-03T03:05:08Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:05:25Z,E-MEDIUM-4,SCENARIO_E,MEDIUM,4,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:05:25Z,2026-05-03T03:05:55Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:06:13Z,E-MEDIUM-5,SCENARIO_E,MEDIUM,5,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:06:13Z,2026-05-03T03:06:43Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:07:01Z,E-MEDIUM-6,SCENARIO_E,MEDIUM,6,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:07:01Z,2026-05-03T03:07:31Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:07:49Z,E-MEDIUM-7,SCENARIO_E,MEDIUM,7,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:07:49Z,2026-05-03T03:08:19Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:08:37Z,E-MEDIUM-8,SCENARIO_E,MEDIUM,8,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:08:37Z,2026-05-03T03:09:07Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:09:25Z,E-MEDIUM-9,SCENARIO_E,MEDIUM,9,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:09:25Z,2026-05-03T03:09:55Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:10:12Z,E-MEDIUM-10,SCENARIO_E,MEDIUM,10,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:10:12Z,2026-05-03T03:10:42Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:11:00Z,E-MEDIUM-11,SCENARIO_E,MEDIUM,11,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:11:00Z,2026-05-03T03:11:30Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:11:48Z,E-MEDIUM-12,SCENARIO_E,MEDIUM,12,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:11:48Z,2026-05-03T03:12:18Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
